DISTRICT,Year,Murder,Dacoity
SIVAGANGAI,2011,0,0
THANJAVUR,2011,0,0
THENI,2011,0,0
THIRUNELVELI RURAL,2011,0,0
THIRUNELVELI URBAN,2011,0,0
THIRUVALLUR,2011,0,0
THIRUVANNAMALAI,2011,0,0
THIRUVARUR,2011,0,0
THOOTHUGUDI,2011,0,0
TIRUPPUR,2011,0,0
TRICHY RLY.,2011,0,0
TRICHY RURAL,2011,0,0
TRICHY URBAN,2011,0,0
VELLORE,2011,0,0
VILLUPURAM,2011,0,0
VIRUDHUNAGAR,2011,0,0
TOTAL,2011,0,0
DHALAI,2011,0,0
GRP,2011,0,0
NORTH,2011,0,0
SOUTH,2011,1,0
WEST,2011,0,0
TOTAL,2011,1,0
AGRA,2011,0,0
ALIGARH,2011,0,0
ALLAHABAD,2011,0,0
AMBEDKAR NAGAR,2011,0,0
AURAIYA,2011,0,0
AZAMGARH,2011,0,0
BADAUN,2011,0,0
BAGHPAT,2011,0,0
BAHRAICH,2011,0,0
BALLIA,2011,0,0
BALRAMPUR,2011,0,0
BANDA,2011,0,0
BARABANKI,2011,0,0
BAREILLY,2011,0,0
BASTI,2011,0,0
BHIM NAGAR,2011,0,0
BIJNOR,2011,0,0
BULANDSHAHAR,2011,0,0
CHANDOLI,2011,0,0
CHITRAKOOT DHAM,2011,0,0
CSM NAGAR,2011,0,0
DEORIA,2011,0,0
ETAH,2011,0,0
ETAWAH,2011,0,0
FAIZABAD,2011,0,0
FATEHGARH,2011,0,0
FATEHPUR,2011,0,0
FIROZABAD,2011,0,0
G.R.P.,2011,0,0
GAUTAMBUDH NAGAR,2011,0,0
GHAZIABAD,2011,1,0
GHAZIPUR,2011,0,0
GONDA,2011,0,0
GORAKHPUR,2011,0,0
HAMIRPUR,2011,0,0
HARDOI,2011,0,0
HATHRAS,2011,0,0
J.P.NAGAR,2011,0,0
JALAUN,2011,0,0
JAUNPUR,2011,0,0
JHANSI,2011,0,0
KANNAUJ,2011,0,0
KANPUR NAGAR,2011,0,0
KANSHIRAM NAGAR,2011,0,0
KAUSHAMBI,2011,0,0
KHIRI,2011,0,0
KUSHI NAGAR,2011,0,0
LALITPUR,2011,0,0
LUCKNOW,2011,0,0
MAHARAJGANJ,2011,0,0
MAHOBA,2011,0,0
MAINPURI,2011,1,0
MATHURA,2011,0,0
MAU,2011,0,0
MEERUT,2011,0,0
MIRZAPUR,2011,0,0
MORADABAD,2011,0,0
MUZAFFARNAGAR,2011,0,0
PANCHSHIL NAGAR,2011,0,0
PILIBHIT,2011,0,0
PRABUDDH NAGAR,2011,0,0
PRATAPGARH,2011,0,0
RAIBAREILLY,2011,0,0
RAMABAI NAGAR,2011,0,0
RAMPUR,2011,0,0
SAHARANPUR,2011,0,0
SANT KABIRNAGAR,2011,0,0
SHAHJAHANPUR,2011,0,0
SHRAWASTI,2011,0,0
SIDHARTHNAGAR,2011,0,0
SITAPUR,2011,0,0
SONBHADRA,2011,0,0
ST.RAVIDASNAGAR,2011,0,0
SULTANPUR,2011,0,0
UNNAO,2011,0,0
VARANASI,2011,0,0
TOTAL,2011,2,0
ALMORA,2011,0,0
BAGESHWAR,2011,0,0
CHAMOLI,2011,0,0
CHAMPAWAT,2011,0,0
DEHRADUN,2011,0,0
HARIDWAR,2011,0,0
NAINITAL,2011,0,0
PAURI GARHWAL,2011,0,0
PITHORAGARH,2011,0,0
RUDRA PRAYAG,2011,0,0
TEHRI GARHWAL,2011,0,0
UDHAMSINGH NAGAR,2011,0,0
UTTARKASHI,2011,0,0
TOTAL,2011,0,0
24 PARGANAS NORTH,2011,0,0
24 PARGANAS SOUTH,2011,0,0
ASANSOL,2011,0,0
BANKURA,2011,0,0
BIRBHUM,2011,0,0
BURDWAN,2011,0,0
COOCHBEHAR,2011,0,0
DAKSHIN DINAJPUR,2011,0,0
DARJEELING,2011,0,0
HOOGHLY,2011,0,0
HOWRAH,2011,0,0
HOWRAH CITY,2011,0,0
HOWRAH G.R.P.,2011,0,0
JALPAIGURI,2011,0,0
KHARAGPUR G.R.P.,2011,0,0
KOLKATA,2011,0,0
MALDA,2011,0,0
MURSHIDABAD,2011,0,0
NADIA,2011,0,0
PASCHIM MIDNAPUR,2011,0,0
PURAB MIDNAPUR,2011,0,0
PURULIA,2011,0,0
SEALDAH G.R.P.,2011,0,0
SILIGURI G.R.P.,2011,0,0
UTTAR DINAJPUR,2011,0,0
TOTAL,2011,0,0
ANDAMAN,2011,0,0
NICOBAR,2011,0,0
TOTAL,2011,0,0
CHANDIGARH,2011,0,0
TOTAL,2011,0,0
D and N HAVELI,2011,0,0
TOTAL,2011,0,0
DAMAN,2011,0,0
DIU,2011,0,0
TOTAL,2011,0,0
CAW,2011,0,0
CENTRAL,2011,0,0
CRIME BRANCH,2011,0,0
EAST,2011,0,0
EOW,2011,0,0
GRP(RLY),2011,0,0
IGI AIRPORT,2011,0,0
NEW DELHI,2011,0,0
NORTH,2011,0,0
NORTH-EAST,2011,0,0
NORTH-WEST,2011,0,0
OUTER,2011,0,0
SOUTH,2011,0,0
SOUTH-EAST,2011,0,0
SOUTH-WEST,2011,0,0
STF,2011,0,0
WEST,2011,0,0
TOTAL,2011,0,0
LAKSHADWEEP,2011,0,0
TOTAL,2011,0,0
KARAIKAL,2011,0,0
PUDUCHERRY,2011,0,0
TOTAL,2011,0,0
ADILABAD,2012,0,0
ANANTAPUR,2012,1,0
CHITTOOR,2012,0,0
CUDDAPAH,2012,0,0
CYBERABAD,2012,1,0
EAST GODAVARI,2012,0,0
GUNTAKAL RLY.,2012,0,0
GUNTUR,2012,0,0
GUNTUR URBAN,2012,0,0
HYDERABAD CITY,2012,0,0
KARIMNAGAR,2012,0,0
KHAMMAM,2012,1,0
KRISHNA,2012,2,0
KURNOOL,2012,0,0
MAHABOOBNAGAR,2012,3,0
MEDAK,2012,3,0
NALGONDA,2012,1,0
NELLORE,2012,2,0
NIZAMABAD,2012,1,0
PRAKASHAM,2012,0,0
RAJAHMUNDRY,2012,0,0
RANGA REDDY,2012,0,0
SECUNDERABAD RLY.,2012,0,0
SRIKAKULAM,2012,0,0
TIRUPATHI URBAN,2012,0,0
VIJAYAWADA CITY,2012,0,0
VIJAYAWADA RLY.,2012,0,0
VISAKHA RURAL,2012,0,0
VISAKHAPATNAM,2012,0,0
VIZIANAGARAM,2012,0,0
WARANGAL,2012,1,0
WARANGAL URBAN,2012,0,0
WEST GODAVARI,2012,0,0
TOTAL,2012,16,0
ANJAW,2012,0,0
CHANGLANG,2012,0,0
DIBANG VALLEY,2012,0,0
K/KUMEY,2012,0,0
KAMENG EAST,2012,0,0
KAMENG WEST,2012,0,0
LOHIT,2012,0,0
PAPUM PARE,2012,0,0
RURAL,2012,0,0
SIANG EAST,2012,0,0
SIANG UPPER,2012,0,0
SIANG WEST,2012,0,0
SUBANSIRI LOWER,2012,0,0
SUBANSIRI UPPER,2012,0,0
TAWANG,2012,0,0
TIRAP,2012,0,0
UPPER DIBANG VALLEY,2012,0,0
TOTAL,2012,0,0
BAKSA,2012,0,0
BARPETA,2012,0,0
BIEO,2012,0,0
BONGAIGAON,2012,0,0
C.I.D.,2012,0,0
CACHAR,2012,0,0
CHIRANG,2012,0,0
DARRANG,2012,0,0
DHEMAJI,2012,0,0
DHUBRI,2012,0,0
DIBRUGARH,2012,0,0
G.R.P.,2012,0,0
GOALPARA,2012,0,0
GOLAGHAT,2012,0,0
GUWAHATI CITY,2012,0,0
HAILAKANDI,2012,0,0
HAMREN,2012,0,0
JORHAT,2012,0,0
KAMRUP,2012,0,0
KARBI ANGLONG,2012,0,0
KARIMGANJ,2012,0,0
KOKRAJHAR,2012,0,0
LAKHIMPUR,2012,0,0
MORIGAON,2012,0,0
N.C.HILLS,2012,0,0
NAGAON,2012,0,0
NALBARI,2012,0,0
R.P.O.,2012,0,0
SIBSAGAR,2012,0,0
SONITPUR,2012,0,0
TINSUKIA,2012,0,0
UDALGURI,2012,0,0
TOTAL,2012,0,0
ARARIA,2012,0,0
ARWAL,2012,0,0
AURANGABAD,2012,0,0
BAGAHA,2012,0,0
BANKA,2012,0,0
BEGUSARAI,2012,0,0
BETTIAH,2012,0,0
BHABHUA,2012,0,0
BHAGALPUR,2012,0,0
BHOJPUR,2012,0,0
BUXAR,2012,0,0
DARBHANGA,2012,0,0
GAYA,2012,0,0
GOPALGANJ,2012,0,0
JAMALPUR RLY.,2012,0,0
JAMUI,2012,0,0
JEHANABAD,2012,0,0
KATIHAR,2012,0,0
KATIHAR RLY.,2012,0,0
KHAGARIA,2012,0,0
KISHANGANJ,2012,0,0
LAKHISARAI,2012,0,0
MADHEPURA,2012,0,0
MADHUBANI,2012,0,0
MOTIHARI,2012,0,0
MUNGER,2012,0,0
MUZAFFARPUR,2012,0,0
MUZAFFARPUR RLY.,2012,0,0
NALANDA,2012,0,0
NAUGACHIA,2012,0,0
NAWADAH,2012,0,0
PATNA,2012,0,0
PATNA RLY.,2012,0,0
PURNEA,2012,1,0
ROHTAS,2012,0,0
SAHARSA,2012,0,0
SAMASTIPUR,2012,0,0
SARAN,2012,0,0
SHEIKHPURA,2012,0,0
SHEOHAR,2012,0,0
SITAMARHI,2012,0,0
SIWAN,2012,0,0
SUPAUL,2012,0,0
VAISHALI,2012,0,0
TOTAL,2012,1,0
BALOD,2012,0,0
BALODA BAZAR,2012,0,0
BALRAMPUR,2012,0,0
BEMETARA,2012,0,0
BILASPUR,2012,0,0
BIZAPUR,2012,0,0
DANTEWARA,2012,1,0
DHAMTARI,2012,0,0
DURG,2012,0,0
GARIYABAND,2012,0,0
GRP RAIPUR,2012,0,0
JAGDALPUR,2012,0,0
JANJGIR,2012,0,0
JASHPUR,2012,4,0
KABIRDHAM,2012,1,0
KANKER,2012,0,0
KONDAGAON,2012,1,0
KORBA,2012,1,0
KORIYA,2012,3,0
MAHASAMUND,2012,0,0
MUNGELI,2012,1,0
NARAYANPUR,2012,1,0
RAIGARH,2012,1,0
RAIPUR,2012,0,0
RAJNANDGAON,2012,0,0
SARGUJA,2012,2,0
SUKMA,2012,0,0
SURAJPUR,2012,3,0
TOTAL,2012,19,0
NORTH GOA,2012,0,0
SOUTH GOA,2012,0,0
TOTAL,2012,0,0
AHMEDABAD COMMR.,2012,0,0
AHMEDABAD RURAL,2012,0,0
AHWA-DANG,2012,0,0
AMRELI,2012,0,0
ANAND,2012,0,0
BHARUCH,2012,4,0
BHAVNAGAR,2012,0,0
CID CRIME,2012,0,0
DAHOD,2012,0,0
GANDHINAGAR,2012,0,0
HIMATNAGAR,2012,0,0
JAMNAGAR,2012,0,0
JUNAGADH,2012,0,0
KHEDA NORTH,2012,0,0
KUTCH (EAST(G)),2012,0,0
KUTCH (WEST-BHUJ),2012,0,0
MEHSANA,2012,0,0
NARMADA,2012,0,0
NAVSARI,2012,0,0
PALANPUR,2012,1,0
PANCHMAHAL,2012,0,0
PATAN,2012,0,0
PORBANDAR,2012,0,0
RAJKOT COMMR.,2012,0,0
RAJKOT RURAL,2012,0,0
SURAT COMMR.,2012,3,0
SURAT RURAL,2012,1,0
SURENDRANAGAR,2012,0,0
TAPI,2012,0,0
VADODARA COMMR.,2012,0,0
VADODARA RURAL,2012,2,0
VALSAD,2012,0,0
W.RLY AHMEDABAD,2012,0,0
W.RLY VADODARA,2012,0,0
TOTAL,2012,11,0
AMBALA RURAL,2012,0,0
AMBALA URBAN,2012,0,0
BHIWANI,2012,0,0
FARIDABAD,2012,0,0
FATEHABAD,2012,0,0
GRP,2012,0,0
GURGAON,2012,0,0
HISSAR,2012,0,0
JHAJJAR,2012,0,0
JIND,2012,0,0
KAITHAL,2012,0,0
KARNAL,2012,0,0
KURUKSHETRA,2012,0,0
MAHENDRAGARH,2012,0,0
MEWAT,2012,0,0
PALWAL,2012,0,0
PANCHKULA,2012,0,0
PANIPAT,2012,0,0
REWARI,2012,0,0
ROHTAK,2012,0,0
SIRSA,2012,0,0
SONIPAT,2012,0,0
YAMUNANAGAR,2012,0,0
TOTAL,2012,0,0
BADDIPOLICEDIST,2012,0,0
BILASPUR,2012,0,0
CHAMBA,2012,0,0
CID,2012,0,0
G.R.P.,2012,0,0
HAMIRPUR,2012,0,0
KANGRA,2012,0,0
KINNAUR,2012,0,0
KULLU,2012,0,0
LAHAUL-SPITI,2012,0,0
MANDI,2012,0,0
SHIMLA,2012,0,0
SIRMAUR,2012,0,0
SOLAN,2012,0,0
UNA,2012,0,0
TOTAL,2012,0,0
ANANTNAG,2012,0,0
AWANTIPORA,2012,0,0
BANDIPORA,2012,0,0
BARAMULLA,2012,0,0
BUDGAM,2012,0,0
CRIME JAMMU,2012,0,0
CRIME SRINAGAR,2012,0,0
DODA,2012,0,0
GANDERBAL,2012,0,0
HANDWARA,2012,0,0
JAMMU,2012,0,0
KARGIL,2012,0,0
KATHUA,2012,0,0
KISHTWAR,2012,0,0
KULGAM,2012,0,0
KUPWARA,2012,0,0
LEH,2012,0,0
POONCH,2012,0,0
PULWAMA,2012,0,0
RAILWAYS JAMMU,2012,0,0
RAILWAYS KASHMIR,2012,0,0
RAILWAYS KATRA,2012,0,0
RAJOURI,2012,0,0
RAMBAN,2012,0,0
REASI,2012,0,0
SAMBA,2012,0,0
SHOPIAN,2012,0,0
SOPORE,2012,0,0
SRINAGAR,2012,0,0
UDHAMPUR,2012,0,0
TOTAL,2012,0,0
BOKARO,2012,0,0
CHAIBASA,2012,0,0
CHATRA,2012,0,0
DEOGHAR,2012,0,0
DHANBAD,2012,0,0
DHANBAD RLY.,2012,0,0
DUMKA,2012,0,0
GARHWA,2012,1,0
GIRIDIH,2012,0,0
GODDA,2012,0,0
GUMLA,2012,4,0
HAZARIBAGH,2012,0,0
JAMSHEDPUR,2012,0,0
JAMSHEDPUR RLY.,2012,0,0
JAMTARA,2012,0,0
KHUNTI,2012,0,0
KODERMA,2012,0,0
LATEHAR,2012,0,0
LOHARDAGGA,2012,0,0
PAKUR,2012,0,0
PALAMU,2012,0,0
RAMGARH,2012,0,0
RANCHI,2012,0,0
SAHEBGANJ,2012,0,0
SARAIKELA,2012,0,0
SIMDEGA,2012,0,0
TOTAL,2012,5,0
BAGALKOT,2012,2,0
BANGALORE COMMR.,2012,0,0
BANGALORE RURAL,2012,0,0
BELGAUM,2012,0,0
BELLARY,2012,0,0
BIDAR,2012,0,0
BIJAPUR,2012,0,0
CBPURA,2012,0,0
CHAMARAJNAGAR,2012,0,0
CHICKMAGALUR,2012,0,0
CHITRADURGA,2012,0,0
DAKSHIN KANNADA,2012,0,0
DAVANAGERE,2012,0,0
DHARWAD COMMR.,2012,0,0
DHARWAD RURAL,2012,1,0
GADAG,2012,0,0
GULBARGA,2012,0,0
HASSAN,2012,0,0
HAVERI,2012,0,0
K.G.F.,2012,1,0
KODAGU,2012,3,0
KOLAR,2012,0,0
KOPPAL,2012,0,0
MANDYA,2012,0,0
MANGALORE CITY,2012,0,0
MYSORE COMMR.,2012,0,0
MYSORE RURAL,2012,0,0
RAICHUR,2012,1,0
RAILWAYS,2012,0,0
RAMANAGAR,2012,0,0
SHIMOGA,2012,0,0
TUMKUR,2012,1,0
UDUPI,2012,0,0
UTTAR KANNADA,2012,0,0
YADGIRI,2012,0,0
TOTAL,2012,9,0
ALAPUZHA,2012,0,0
ERNAKULAM COMMR.,2012,0,0
ERNAKULAM RURAL,2012,0,0
IDUKKI,2012,0,0
KANNUR,2012,0,0
KASARGOD,2012,1,0
KOLLAM COMMR.,2012,0,0
KOLLAM RURAL,2012,0,0
KOTTAYAM,2012,0,0
KOZHIKODE COMMR.,2012,0,0
KOZHIKODE RURAL,2012,0,0
MALAPPURAM,2012,0,0
PALAKKAD,2012,0,0
PATHANAMTHITTA,2012,0,0
RAILWAYS,2012,0,0
THRISSUR COMMR.,2012,0,0
THRISSUR RURAL,2012,0,0
TRIVANDRUM COMMR.,2012,0,0
TRIVANDRUM RURAL,2012,0,0
WAYANADU,2012,0,0
TOTAL,2012,1,0
ALIRAJPUR,2012,0,0
ANUPPUR,2012,2,0
ASHOK NAGAR,2012,1,0
BALAGHAT,2012,3,0
BARWANI,2012,1,0
BETUL,2012,5,0
BHIND,2012,0,0
BHOPAL,2012,0,0
BHOPAL RLY.,2012,0,0
BURHANPUR,2012,0,0
CHHATARPUR,2012,0,0
CHHINDWARA,2012,0,0
DAMOH,2012,2,0
DATIYA,2012,0,0
DEWAS,2012,2,0
DHAR,2012,3,0
DINDORI,2012,3,0
GUNA,2012,0,0
GWALIOR,2012,2,0
HARDA,2012,0,0
HOSHANGABAD,2012,1,0
INDORE,2012,1,0
INDORE RLY.,2012,0,0
JABALPUR,2012,2,0
JABALPUR RLY.,2012,0,0
JHABUA,2012,1,0
KATNI,2012,1,0
KHANDWA,2012,1,0
KHARGON,2012,6,0
MANDLA,2012,2,0
MANDSAUR,2012,1,0
MORENA,2012,0,0
NARSINGHPUR,2012,1,0
NEEMUCH,2012,2,0
PANNA,2012,1,0
RAISEN,2012,3,0
RAJGARH,2012,0,0
RATLAM,2012,2,0
REWA,2012,0,0
SAGAR,2012,1,0
SATNA,2012,4,0
SEONI,2012,2,0
SHAHDOL,2012,2,0
SHAJAPUR,2012,0,0
SHEOPUR,2012,1,0
SHIVPURI,2012,0,0
SIDHI,2012,0,0
SIHORE,2012,0,0
SINGRAULI,2012,0,0
TIKAMGARH,2012,0,0
UJJAIN,2012,1,0
UMARIYA,2012,0,0
VIDISHA,2012,2,0
TOTAL,2012,62,0
AHMEDNAGAR,2012,0,0
AKOLA,2012,0,0
AMRAVATI COMMR.,2012,0,0
AMRAVATI RURAL,2012,0,0
AURANGABAD COMMR.,2012,0,0
AURANGABAD RURAL,2012,0,0
BEED,2012,1,0
BHANDARA,2012,0,0
BULDHANA,2012,0,0
CHANDRAPUR,2012,1,0
DHULE,2012,0,2
GADCHIROLI,2012,0,0
GONDIA,2012,1,0
HINGOLI,2012,0,0
JALGAON,2012,0,0
JALNA,2012,0,0
KOLHAPUR,2012,0,0
LATUR,2012,0,0
MUMBAI COMMR.,2012,0,0
MUMBAI RLY.,2012,0,0
NAGPUR COMMR.,2012,0,0
NAGPUR RLY.,2012,0,0
NAGPUR RURAL,2012,0,0
NANDED,2012,0,0
NANDURBAR,2012,0,0
NASIK COMMR.,2012,0,0
NASIK RURAL,2012,0,0
NAVI MUMBAI,2012,0,0
OSMANABAD,2012,1,0
PARBHANI,2012,1,0
PUNE COMMR.,2012,0,0
PUNE RLY.,2012,0,0
PUNE RURAL,2012,0,0
RAIGAD,2012,0,0
RATNAGIRI,2012,0,0
SANGLI,2012,0,0
SATARA,2012,0,0
SINDHUDURG,2012,0,0
SOLAPUR COMMR.,2012,0,0
SOLAPUR RURAL,2012,1,0
THANE COMMR.,2012,0,0
THANE RURAL,2012,2,2
WARDHA,2012,1,0
WASHIM,2012,1,0
YAVATMAL,2012,1,0
TOTAL,2012,11,4
BISHNUPUR,2012,0,0
CHANDEL,2012,0,0
CHURACHANDPUR,2012,0,0
CID,2012,0,0
IMPHAL EAST,2012,0,0
IMPHAL WEST,2012,0,0
SENAPATI,2012,0,0
TAMENGLONG,2012,0,0
THOUBAL,2012,0,0
UKHRUL,2012,0,0
TOTAL,2012,0,0
GARO HILLS EAST,2012,0,0
GARO HILLS SOUTH,2012,0,0
GARO HILLS WEST,2012,0,0
JAINTIA HILLS,2012,0,0
KHASI HILLS EAST,2012,0,0
KHASI HILLS WEST,2012,0,0
RI-BHOI,2012,0,0
TOTAL,2012,0,0
AIZAWL,2012,0,0
CHAMPHAI,2012,0,0
KOLASIB,2012,0,0
LAWNGTLAI,2012,0,0
LUNGLEI,2012,0,0
MAMIT,2012,0,0
SAIHA,2012,0,0
SERCHHIP,2012,0,0
TOTAL,2012,0,0
DIMAPUR,2012,0,0
KIPHIRE,2012,0,0
KOHIMA,2012,0,0
LONGLENG,2012,0,0
MOKOKCHUNG,2012,0,0
MON,2012,0,0
PEREN,2012,0,0
PHEK,2012,0,0
TUENSANG,2012,0,0
WOKHA,2012,0,0
ZUNHEBOTO,2012,0,0
TOTAL,2012,0,0
ANGUL,2012,2,0
BALASORE,2012,0,0
BARAGARH,2012,1,0
BERHAMPUR,2012,0,0
BHADRAK,2012,0,0
BOLANGIR,2012,0,0
BOUDH,2012,0,0
CUTTACK,2012,0,0
DCP BBSR,2012,0,0
DCP CTC,2012,0,0
DEOGARH,2012,0,0
DHENKANAL,2012,0,1
GAJAPATI,2012,0,0
GANJAM,2012,0,0
JAGATSINGHPUR,2012,0,0
JAJPUR,2012,0,0
JHARSUGUDA,2012,0,0
KALAHANDI,2012,0,0
KANDHAMAL,2012,0,0
KENDRAPARA,2012,0,0
KEONJHAR,2012,0,0
KHURDA,2012,0,0
KORAPUT,2012,0,0
MALKANGIR,2012,0,0
MAYURBHANJ,2012,0,0
NAYAGARH,2012,0,0
NOWRANGPUR,2012,0,0
NUAPADA,2012,0,0
PURI,2012,0,0
RAYAGADA,2012,0,0
ROURKELA,2012,0,0
SAMBALPUR,2012,0,0
SONEPUR,2012,0,0
SRP(CUTTACK),2012,0,0
SRP(ROURKELA),2012,0,0
SUNDARGARH,2012,0,0
TOTAL,2012,3,1
AMRITSAR RURAL,2012,0,0
BARNALA,2012,0,0
BATALA,2012,0,0
BHATINDA,2012,0,0
CP AMRITSAR,2012,0,0
CP JALANDHAR,2012,0,0
CP LUDHIANA,2012,0,0
FARIDKOT,2012,0,0
FATEHGARH SAHIB,2012,0,0
FAZILKA,2012,0,0
FEROZPUR,2012,0,0
G.R.P,2012,0,0
GURDASPUR,2012,0,0
HOSHIARPUR,2012,0,0
JALANDHAR RURAL,2012,0,0
KAPURTHALA,2012,0,0
KHANNA,2012,0,0
LUDHIANA RURAL,2012,0,0
MANSA,2012,0,0
MOGA,2012,0,0
MUKTSAR,2012,0,0
PATHANKOT,2012,0,0
PATIALA,2012,0,0
ROPAR,2012,0,0
SANGRUR,2012,0,0
SAS NGR,2012,0,0
SBS NAGAR,2012,0,0
TARN TARAN,2012,0,0
TOTAL,2012,0,0
AJMER,2012,0,0
ALWAR,2012,2,0
BANSWARA,2012,0,0
BARAN,2012,0,0
BARMER,2012,0,0
BHARATPUR,2012,0,0
BHILWARA,2012,0,0
BIKANER,2012,0,0
BUNDI,2012,3,0
CHITTORGARH,2012,0,0
CHURU,2012,0,0
DAUSA,2012,1,0
DHOLPUR,2012,0,0
DUNGARPUR,2012,0,0
G.R.P.AJMER,2012,0,0
G.R.P.JODHPUR,2012,0,0
GANGANAGAR,2012,0,0
HANUMANGARH,2012,0,0
JAIPUR EAST,2012,0,0
JAIPUR NORTH,2012,0,0
JAIPUR RURAL,2012,1,0
JAIPUR SOUTH,2012,1,0
JAIPUR WEST,2012,0,0
JAISALMER,2012,0,0
JALORE,2012,0,0
JHALAWAR,2012,0,0
JHUNJHUNU,2012,0,0
JODHPUR EAST,2012,0,0
JODHPUR RURAL,2012,1,0
JODHPUR WEST,2012,0,0
KARAULI,2012,1,0
KOTA CITY,2012,0,0
KOTA RURAL,2012,1,0
NAGAUR,2012,0,0
PALI,2012,1,0
PRATAPGARH,2012,0,0
RAJSAMAND,2012,0,0
SAWAI MADHOPUR,2012,0,0
SIKAR,2012,0,0
SIROHI,2012,1,0
TONK,2012,2,0
UDAIPUR,2012,0,0
TOTAL,2012,15,0
EAST,2012,0,0
NORTH,2012,0,0
SOUTH,2012,0,0
WEST,2012,0,0
TOTAL,2012,0,0
ARIYALUR,2012,0,0
CHENNAI,2012,0,0
CHENNAI RLY.,2012,0,0
COIMBATORE RURAL,2012,0,0
COIMBATORE URBAN,2012,0,0
CUDDALORE,2012,0,0
DHARMAPURI,2012,1,0
DINDIGUL,2012,0,0
ERODE,2012,0,0
KANCHIPURAM,2012,0,0
KANYAKUMARI,2012,0,0
KARUR,2012,0,0
KRISHNAGIRI,2012,0,0
MADURAI RURAL,2012,0,0
MADURAI URBAN,2012,0,0
NAGAPATTINAM,2012,0,0
NAMAKKAL,2012,0,0
NILGIRIS,2012,0,0
PERAMBALUR,2012,0,0
PUDUKOTTAI,2012,0,0
RAMNATHAPURAM,2012,0,0
SALEM RURAL,2012,0,0
SALEM URBAN,2012,0,0
SIVAGANGAI,2012,0,0
THANJAVUR,2012,0,0
THENI,2012,0,0
THIRUNELVELI RURAL,2012,0,0
THIRUNELVELI URBAN,2012,0,0
THIRUVALLUR,2012,0,0
THIRUVANNAMALAI,2012,0,0
THIRUVARUR,2012,0,0
THOOTHUGUDI,2012,0,0
TIRUPPUR,2012,0,0
TRICHY RLY.,2012,0,0
TRICHY RURAL,2012,0,0
TRICHY URBAN,2012,0,0
VELLORE,2012,0,0
VILLUPURAM,2012,0,0
VIRUDHUNAGAR,2012,0,0
TOTAL,2012,1,0
DHALAI,2012,0,0
GOMATI,2012,0,0
GRP,2012,0,0
KHOWAI,2012,0,0
NORTH,2012,0,0
SIPAHIJALA,2012,0,0
SOUTH,2012,0,0
UNAKOTI,2012,0,0
WEST,2012,0,0
TOTAL,2012,0,0
AGRA,2012,0,0
ALIGARH,2012,0,0
ALLAHABAD,2012,0,0
AMBEDKAR NAGAR,2012,0,0
AURAIYA,2012,0,0
AZAMGARH,2012,0,0
BADAUN,2012,0,0
BAGHPAT,2012,0,0
BAHRAICH,2012,0,0
BALLIA,2012,0,0
BALRAMPUR,2012,0,0
BANDA,2012,0,0
BARABANKI,2012,0,0
BAREILLY,2012,0,0
BASTI,2012,0,0
BHIM NAGAR,2012,0,0
BIJNOR,2012,0,0
BULANDSHAHAR,2012,0,0
CHANDOLI,2012,0,0
CHITRAKOOT DHAM,2012,0,0
CSM NAGAR,2012,0,0
DEORIA,2012,0,0
ETAH,2012,0,0
ETAWAH,2012,0,0
FAIZABAD,2012,0,0
FATEHGARH,2012,0,0
FATEHPUR,2012,0,0
FIROZABAD,2012,0,0
G.R.P.,2012,0,0
GAUTAMBUDH NAGAR,2012,0,0
GHAZIABAD,2012,0,0
GHAZIPUR,2012,0,0
GONDA,2012,0,0
GORAKHPUR,2012,0,0
HAMIRPUR,2012,0,0
HARDOI,2012,0,0
HATHRAS,2012,0,0
J.P.NAGAR,2012,0,0
JALAUN,2012,0,0
JAUNPUR,2012,0,0
JHANSI,2012,0,0
KANNAUJ,2012,0,0
KANPUR NAGAR,2012,0,0
KANSHIRAM NAGAR,2012,0,0
KAUSHAMBI,2012,0,0
KHIRI,2012,0,0
KUSHI NAGAR,2012,0,0
LALITPUR,2012,0,0
LUCKNOW,2012,0,0
MAHARAJGANJ,2012,0,0
MAHOBA,2012,0,0
MAINPURI,2012,0,0
MATHURA,2012,0,0
MAU,2012,0,0
MEERUT,2012,0,0
MIRZAPUR,2012,0,0
MORADABAD,2012,0,0
MUZAFFARNAGAR,2012,0,0
PANCHSHIL NAGAR,2012,0,0
PILIBHIT,2012,0,0
PRABUDDH NAGAR,2012,0,0
PRATAPGARH,2012,0,0
RAIBAREILLY,2012,0,0
RAMABAI NAGAR,2012,0,0
RAMPUR,2012,0,0
SAHARANPUR,2012,0,0
SANT KABIRNAGAR,2012,0,0
SHAHJAHANPUR,2012,0,0
SHRAWASTI,2012,0,0
SIDHARTHNAGAR,2012,0,0
SITAPUR,2012,0,0
SONBHADRA,2012,0,0
ST.RAVIDASNAGAR,2012,0,0
SULTANPUR,2012,0,0
UNNAO,2012,0,0
VARANASI,2012,0,0
TOTAL,2012,0,0
ALMORA,2012,0,0
BAGESHWAR,2012,0,0
CHAMOLI,2012,0,0
CHAMPAWAT,2012,0,0
DEHRADUN,2012,0,0
HARIDWAR,2012,0,0
NAINITAL,2012,0,0
PAURI GARHWAL,2012,0,0
PITHORAGARH,2012,0,0
RUDRA PRAYAG,2012,0,0
TEHRI GARHWAL,2012,0,0
